SSC_CODE_2016,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
SSC70149,0,6,0,4,0,19,5,22,0,9,3,12,0,18,0,23,0,30,0,29,0,24,3,25,0,22,3,25,0,20,9,29,0,19,3,22,0,0,0,0,3,0,0,3,4,168,30,203,0,4,0,10,0,29,6,37,0,15,3,23,0,21,0,21,0,23,9,35,0,21,5,27,0,28,0,26,0,25,7,28,3,13,0,12,0,3,0,4,0,0,0,0,4,177,35,212,0,10,3,16,0,48,15,59,0,29,5,33,0,36,0,36,0,57,7,61,0,40,9,50,0,50,4,53,0,43,14,63,3,31,3,35,3,3,0,5,3,0,0,7,11,343,63,413
SSC70150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70151,0,4,0,5,0,17,0,18,0,3,0,3,0,0,0,5,0,11,0,11,0,4,0,4,0,9,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,57,0,3,0,3,0,14,0,10,0,4,0,4,0,0,0,0,0,8,0,10,0,8,0,14,0,6,0,6,0,5,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,51,3,55,0,11,0,14,0,30,3,31,0,7,0,3,0,3,0,5,0,15,0,19,0,15,0,14,0,17,0,17,0,5,0,5,0,0,0,3,0,3,0,4,0,0,0,0,3,105,8,112
SSC70152,0,29,0,29,0,68,0,70,0,21,10,38,0,15,3,21,0,40,4,45,0,37,0,37,0,28,0,31,0,9,3,16,0,3,0,4,0,0,0,0,0,0,0,0,6,258,31,293,0,20,0,20,0,81,21,102,0,22,5,22,0,19,3,18,0,54,0,54,3,34,3,36,3,32,8,37,6,10,0,18,4,0,0,8,3,0,0,3,0,0,0,0,20,258,40,315,0,49,0,49,0,148,20,175,0,44,17,60,0,33,5,38,0,91,5,101,5,67,3,71,3,58,6,67,12,20,5,33,10,3,0,14,3,0,0,3,0,0,0,0,24,513,64,606
SSC70153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,5,0,7,0,11,0,10,0,11,3,11,3,15,0,0,0,0,0,0,0,0,5,34,10,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,6,0,6,0,6,0,6,0,8,4,12,0,7,4,13,0,0,0,0,0,0,0,0,0,25,11,40,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,5,0,5,0,8,0,5,3,10,0,10,0,11,0,18,10,20,3,17,3,26,0,0,0,0,0,0,0,0,5,64,19,87
SSC70154,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC70155,0,11,4,13,0,15,3,17,0,13,5,20,0,6,0,12,0,17,0,18,0,14,8,24,0,31,3,33,0,21,7,26,0,19,3,21,0,6,0,7,0,0,0,0,12,145,31,190,0,3,0,3,0,19,11,33,0,4,3,5,0,5,0,5,0,13,3,14,0,21,9,23,0,32,3,32,0,15,3,18,3,12,0,15,0,0,0,3,0,0,0,0,8,121,32,157,0,9,3,18,3,38,16,51,0,21,7,24,0,11,0,11,0,30,4,32,0,35,14,48,0,56,6,69,0,33,12,44,3,26,7,34,0,3,0,10,0,0,0,0,11,269,66,347
SSC70156,0,10,10,18,0,25,16,42,0,11,12,21,0,6,5,13,0,23,7,32,0,19,11,32,0,22,15,43,3,25,16,47,0,11,10,25,0,11,5,17,0,0,0,0,5,164,104,275,0,13,4,17,0,15,19,36,0,9,4,11,0,7,4,9,0,20,8,30,0,20,8,29,0,18,18,40,0,21,19,33,0,9,7,19,3,5,3,7,0,0,0,0,3,133,98,238,0,24,13,34,0,39,32,74,0,16,9,31,0,11,14,28,0,41,22,61,0,39,18,60,0,43,34,82,3,43,35,76,0,24,14,44,4,10,9,22,0,0,0,0,9,300,202,510
SSC70157,0,10,0,10,0,36,0,36,0,7,0,7,0,12,0,16,0,19,0,19,0,10,0,10,0,10,0,12,0,4,0,5,0,0,0,0,5,0,0,5,0,0,0,0,12,106,0,113,0,20,0,20,0,15,0,19,0,7,0,4,0,19,0,20,0,16,3,19,0,13,3,15,3,8,0,12,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,104,15,125,0,31,0,31,0,45,0,52,0,14,0,11,0,26,0,28,0,39,3,44,0,25,3,29,3,19,3,19,8,9,0,15,5,0,0,5,5,0,0,3,0,0,0,0,19,207,13,239
SSC70158,0,78,14,94,11,170,30,210,3,67,10,83,0,57,10,64,4,132,12,149,3,144,23,175,3,140,19,156,6,96,18,119,7,31,12,43,3,3,0,7,0,0,0,0,37,923,147,1112,0,84,9,96,3,175,21,202,0,50,4,53,0,47,3,56,3,157,18,184,3,163,16,184,6,162,20,187,0,105,17,118,4,37,12,50,8,13,0,25,0,7,0,6,33,995,130,1158,7,159,25,189,12,346,48,409,5,118,14,137,0,106,17,120,5,294,34,330,7,312,45,357,11,297,37,342,6,201,36,242,8,65,20,91,10,23,0,36,0,5,0,8,69,1922,283,2267
SSC70159,0,99,8,113,3,156,7,166,3,52,9,59,0,139,43,183,3,423,112,534,0,266,52,320,0,263,31,292,4,184,19,210,9,98,15,126,7,34,6,50,5,8,3,16,39,1712,312,2061,0,98,11,109,0,130,8,136,0,55,8,63,0,108,23,128,0,412,58,471,0,211,26,238,3,200,18,226,4,152,15,172,6,70,15,86,3,17,3,29,3,6,0,8,21,1460,187,1670,0,202,21,216,3,286,18,306,3,102,17,124,0,249,62,312,3,833,176,1013,4,473,82,556,0,464,52,518,12,338,33,380,16,167,28,210,11,58,12,71,8,12,3,22,56,3175,501,3729
SSC70160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,3,0,0,0,0,0,7,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,11,8,21,0,0,0,0,0,0,5,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,3,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,9,13,22,0,0,0,3,0,0,5,3,0,0,0,3,0,0,3,3,0,4,3,4,0,3,5,3,0,3,0,3,0,5,3,8,0,3,0,9,0,3,0,3,0,0,0,0,0,23,23,47
SSC70161,0,146,19,170,10,264,32,303,3,133,6,147,4,142,13,158,3,310,36,348,4,305,20,333,3,304,24,326,9,255,37,298,12,155,16,175,12,37,8,56,0,6,0,3,63,2058,203,2328,0,146,6,153,4,235,20,258,0,116,7,121,3,107,9,118,0,321,31,359,5,324,27,350,3,319,35,360,8,273,25,307,14,126,7,146,26,33,6,69,9,4,0,10,68,2007,174,2247,4,296,27,323,14,500,44,562,3,250,17,269,7,249,21,277,8,630,63,704,6,627,48,685,5,621,62,683,17,530,60,610,19,283,25,325,43,72,15,125,7,11,0,18,135,4060,381,4578
SSC70162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,3,8,0,11,0,16,0,13,3,17,0,3,0,3,0,0,0,0,0,38,11,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,7,0,12,0,15,0,9,3,13,0,3,0,3,0,0,0,0,0,36,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,7,0,11,3,14,3,24,3,29,0,28,4,33,0,4,3,10,0,0,0,0,3,74,19,94
SSC70163,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,6,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,16,0,3,0,3,0,0,3,4,0,0,0,3,0,0,0,0,0,9,0,6,0,3,3,3,0,4,3,3,0,4,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,26,11,32
SSC70164,0,0,0,3,0,4,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,20,10,21,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,3,4,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,24,0,3,0,4,0,4,0,5,0,0,0,5,0,0,0,0,0,4,0,4,0,8,4,5,0,0,7,7,0,0,0,5,0,7,0,8,0,0,0,0,0,0,0,0,0,30,17,44
SSC70165,0,13,0,11,3,25,3,32,0,23,4,24,0,7,3,13,0,18,4,21,0,33,7,37,0,29,7,41,0,26,3,27,0,19,3,18,0,0,0,4,0,0,0,0,4,186,38,233,0,15,3,17,0,21,7,31,0,12,3,22,0,16,6,23,0,19,5,30,0,27,4,33,0,27,4,30,0,27,6,34,0,5,0,3,0,3,3,4,0,0,0,0,3,177,45,219,0,25,4,27,4,45,7,58,3,33,10,48,0,20,6,29,0,38,11,49,0,55,16,73,0,57,14,69,0,54,10,67,0,20,5,24,0,4,4,5,0,0,0,0,12,364,85,452
SSC70166,0,10,0,12,0,13,0,13,0,0,0,0,0,8,3,9,0,14,0,16,0,11,0,11,0,5,0,11,0,10,0,11,0,3,0,3,0,0,0,0,0,0,0,0,0,78,12,88,0,8,0,10,0,15,0,15,0,3,0,3,0,9,0,9,0,15,0,15,0,18,0,13,0,8,0,7,0,3,0,7,0,4,0,4,0,0,0,0,0,0,0,0,0,81,3,84,0,18,0,20,0,24,0,24,0,7,0,6,0,17,3,20,0,28,0,31,0,26,0,25,0,16,3,18,0,12,0,15,0,6,0,3,0,0,0,0,0,0,0,0,0,153,14,165
SSC70167,0,54,6,57,0,95,14,120,0,57,9,69,0,42,10,50,0,117,27,149,3,104,18,126,3,107,14,129,0,69,16,85,4,44,7,56,4,20,5,30,3,0,0,3,27,713,131,870,0,46,5,46,0,98,21,118,0,54,3,59,0,33,13,42,0,139,22,161,0,124,20,141,3,105,19,127,0,71,13,89,5,61,12,70,9,9,3,22,0,0,0,0,22,739,114,875,0,98,8,104,0,195,34,230,0,113,12,132,0,72,24,93,0,259,46,310,3,223,34,259,8,211,34,254,3,143,23,169,10,101,18,133,13,31,5,46,3,0,0,7,52,1451,245,1743
SSC70168,3,123,3,128,7,183,12,204,5,68,3,81,0,64,3,70,0,187,17,204,7,196,13,214,0,131,11,147,0,47,5,50,0,26,0,24,3,3,0,6,0,0,0,0,21,1029,69,1124,0,139,4,142,9,202,14,219,4,76,7,87,0,71,3,80,0,215,8,223,0,191,14,205,3,117,9,128,4,48,4,53,3,23,4,29,5,6,0,9,0,0,0,0,23,1077,75,1179,3,259,12,271,15,386,22,420,8,143,10,167,0,141,4,148,0,403,27,433,4,386,31,417,8,251,20,275,4,92,8,98,3,46,6,55,6,11,0,17,0,0,0,0,52,2106,147,2302
SSC70169,3,84,21,102,11,179,13,206,3,89,9,99,7,57,14,69,5,192,35,226,4,196,21,219,8,165,17,189,17,163,24,199,12,75,15,105,10,16,0,25,3,4,0,11,78,1211,163,1452,0,88,14,101,4,217,24,244,3,85,15,102,0,86,9,99,3,199,34,237,3,191,26,220,14,192,25,227,17,155,23,195,7,64,18,88,8,18,3,31,6,0,0,6,63,1303,185,1546,3,171,31,200,12,396,43,450,5,175,20,201,8,139,17,167,13,389,64,466,9,386,46,445,22,355,37,416,29,319,44,391,17,141,30,192,18,35,6,60,7,4,0,15,144,2514,345,3000
SSC70170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12
SSC70171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70172,0,104,7,113,3,206,12,224,0,83,5,87,0,108,12,116,3,200,20,222,3,144,83,224,4,108,9,119,0,57,11,71,0,10,0,16,0,3,0,4,0,0,0,0,14,1020,162,1195,0,84,13,92,3,174,9,188,0,83,6,90,0,114,13,126,3,184,26,209,0,125,64,191,3,101,22,126,4,65,3,76,5,3,0,10,3,3,0,11,3,0,0,3,27,931,153,1113,0,186,20,209,8,377,28,409,0,165,12,182,0,220,19,238,3,376,43,432,3,264,151,412,11,206,30,244,8,127,11,147,5,17,3,25,3,5,3,9,3,0,0,3,41,1948,316,2308
SSC70173,0,5,3,3,0,6,0,6,0,3,0,4,0,0,0,0,0,6,0,6,0,6,0,10,0,3,0,4,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,52,0,0,4,7,0,3,3,7,0,0,0,0,0,0,0,0,0,5,3,5,0,10,0,11,0,7,0,5,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,30,10,40,0,3,4,8,0,12,3,11,0,3,0,4,0,4,0,4,0,10,3,12,0,16,0,17,0,11,0,11,3,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,7,74,14,89
SSC70174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70175,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10
SSC70176,0,32,3,31,0,60,3,68,0,16,0,16,0,21,0,28,0,33,3,34,0,59,3,65,0,71,4,79,0,48,3,54,0,11,4,18,0,3,0,4,0,0,0,0,8,355,27,398,0,16,0,16,0,52,3,58,0,19,0,19,0,14,4,15,0,34,0,40,0,53,3,52,0,59,0,61,0,38,6,41,0,11,3,11,0,4,0,7,0,0,0,0,5,297,24,326,0,48,3,51,3,117,7,126,0,35,0,35,0,31,6,36,0,70,11,78,0,113,10,115,0,136,7,137,0,82,10,97,0,23,8,27,3,6,3,13,0,0,0,3,14,654,51,721
SSC70177,0,10,4,9,0,35,5,47,0,12,3,19,0,8,6,15,0,21,5,27,0,43,3,42,3,44,12,57,3,39,11,49,5,16,0,18,0,5,4,12,0,0,0,0,16,232,50,301,0,12,3,19,0,40,7,50,0,11,0,12,0,4,0,8,0,21,6,29,0,27,3,30,3,28,5,43,3,13,0,14,0,7,0,14,0,4,0,4,0,0,0,0,7,182,28,216,0,25,7,30,0,77,12,92,0,21,0,26,0,15,4,19,0,41,12,51,0,66,6,78,9,73,16,100,8,57,11,67,6,23,3,32,0,13,4,14,0,0,0,0,24,414,78,517
SSC70178,0,36,3,33,0,66,7,80,0,36,12,49,0,47,8,57,0,103,31,129,0,101,20,112,3,107,15,121,3,128,16,144,6,66,7,76,0,18,7,21,0,3,0,7,15,702,118,832,0,41,3,44,0,52,4,59,0,28,4,36,0,27,9,35,0,100,15,116,0,90,6,99,0,106,12,119,3,111,12,124,4,60,4,69,3,16,0,13,4,3,0,5,23,635,63,719,0,76,3,79,4,119,11,132,0,60,13,82,0,75,20,97,0,205,44,244,0,189,18,213,6,215,27,241,3,233,28,267,9,129,12,150,3,30,7,41,3,3,0,8,36,1335,180,1549
SSC70179,0,6,3,11,0,14,0,14,0,8,0,3,0,9,8,18,0,14,10,17,0,17,9,28,3,23,6,32,0,23,10,35,0,16,4,26,0,7,0,10,0,0,0,0,4,140,57,197,0,4,0,8,0,14,0,18,0,3,0,5,0,3,0,3,0,9,3,17,0,11,7,20,0,28,10,30,0,17,10,32,0,14,7,19,0,8,0,8,0,0,0,0,0,117,42,153,0,13,6,16,0,33,3,33,0,6,3,14,0,12,8,21,0,21,10,29,0,30,15,44,3,50,16,66,0,46,23,70,0,32,14,41,0,14,0,15,0,0,0,0,4,251,90,350
SSC70180,0,5,3,7,0,12,3,14,0,8,3,12,0,14,3,15,0,28,0,28,0,27,3,28,0,30,6,37,0,26,3,22,4,15,0,17,0,0,0,3,0,0,0,0,4,161,21,194,0,3,0,4,0,6,0,7,0,4,3,11,0,9,0,12,0,11,3,9,0,8,0,8,0,8,0,11,0,19,3,26,3,14,4,16,0,0,0,0,0,0,0,0,7,86,17,108,0,12,5,13,0,17,5,19,0,14,7,24,0,25,5,23,0,42,3,40,0,34,3,39,0,43,6,46,0,41,4,49,5,24,3,38,0,0,0,3,0,0,0,0,9,249,39,295
SSC70181,0,13,0,13,0,60,19,82,0,31,0,32,0,16,0,22,0,30,4,35,0,62,9,71,0,46,4,54,0,47,9,55,6,24,5,38,4,8,4,17,0,0,0,0,16,350,58,422,0,20,3,26,0,60,8,69,0,19,0,23,0,4,0,9,0,35,7,48,0,69,9,76,0,35,6,46,0,37,4,41,0,26,4,29,0,8,3,13,3,0,3,3,5,320,56,376,0,37,3,42,3,123,23,155,0,54,4,52,3,26,0,28,0,64,15,78,0,132,16,148,0,86,13,97,0,79,14,94,6,47,12,66,5,18,4,34,3,0,3,3,23,667,109,796
SSC70182,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,17,0,0,0,0,0,0,0,0,0,0,12,12,0,0,9,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,30
SSC70183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70184,0,0,0,0,0,5,0,5,0,0,0,0,0,4,0,4,0,11,0,11,0,3,0,3,0,7,0,6,0,4,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,38,4,40,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,23,0,19,0,0,0,0,0,7,0,7,0,0,0,0,0,4,0,4,0,9,0,13,0,4,0,4,0,11,3,12,0,6,0,9,0,10,0,10,0,0,0,0,0,0,0,0,0,56,4,58
SSC70185,0,7,0,13,0,39,0,38,0,24,0,24,0,20,3,23,0,23,0,24,0,34,0,34,4,27,0,30,0,16,0,20,0,3,0,3,0,0,0,0,0,0,0,0,3,188,10,194,0,13,0,13,0,37,0,37,0,17,0,17,0,21,0,21,0,28,0,28,0,21,0,21,0,26,0,30,3,18,0,16,0,3,0,3,0,3,0,3,0,0,0,0,8,197,0,198,0,27,0,25,0,73,0,77,0,41,0,41,0,36,3,40,0,53,0,56,0,53,0,53,6,51,0,60,4,36,0,40,0,8,0,6,0,3,0,3,0,0,0,0,11,382,10,401
SSC70186,0,43,5,47,3,133,0,138,0,75,0,73,4,59,3,59,3,109,3,111,0,79,5,91,12,51,0,68,3,31,0,35,8,7,0,12,0,0,0,0,0,0,0,0,36,582,20,639,0,44,3,46,0,101,6,104,0,56,0,62,0,41,0,44,0,93,4,100,3,90,4,99,9,60,3,67,10,27,3,43,10,3,0,15,0,0,0,3,0,0,0,0,32,524,25,589,0,87,10,93,3,233,6,246,0,133,4,136,4,101,4,104,7,197,13,214,5,170,16,193,22,111,3,134,20,59,3,78,15,11,0,30,0,0,0,5,0,0,0,0,75,1106,49,1225
SSC70187,0,75,20,94,4,121,14,139,0,61,5,68,0,57,11,74,0,247,32,276,0,181,23,206,0,161,16,177,3,114,14,131,0,69,5,75,11,33,6,48,0,0,0,3,27,1113,146,1288,0,82,12,98,3,109,9,122,3,53,6,65,0,62,12,74,3,217,22,239,4,184,23,210,11,158,19,183,3,115,17,131,0,76,12,88,6,28,0,34,3,3,0,4,43,1077,143,1257,0,158,31,189,5,234,20,259,3,111,13,129,0,121,22,152,3,458,56,518,5,361,51,420,11,315,35,357,9,229,30,263,3,138,18,165,16,60,9,83,8,3,0,7,68,2188,292,2548
