SSC_CODE_2016,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
SSC70186,24,49,5,73,12,46,0,59,48,64,0,111,27,58,6,91,32,33,3,68,16,22,0,35,9,9,0,12,0,0,0,0,0,0,0,0,161,281,12,460,17,41,6,62,13,28,4,44,46,46,6,100,38,62,4,99,33,32,4,67,16,27,3,43,3,8,0,15,0,3,0,3,0,0,0,0,160,247,22,436,38,87,5,136,27,76,9,104,90,115,10,214,67,115,7,193,59,66,3,134,28,45,3,78,8,23,0,30,0,3,0,5,0,0,0,0,327,531,33,893
SSC70187,12,51,11,68,5,50,12,74,35,203,39,276,35,151,22,206,36,122,24,177,21,94,12,131,17,52,10,75,8,32,9,48,0,0,0,3,166,756,130,1056,12,42,14,65,10,49,14,74,42,178,18,239,53,140,20,210,56,113,20,183,29,82,15,131,15,57,12,88,3,32,3,34,0,9,0,4,220,697,118,1040,21,88,19,129,23,105,22,152,72,387,56,518,91,282,47,420,90,228,36,357,53,177,33,263,34,109,24,165,9,62,12,83,0,10,0,7,392,1455,249,2093
SSC70188,0,0,3,3,0,0,12,12,0,0,8,8,0,0,10,11,0,0,10,10,0,0,4,4,0,0,7,7,0,0,0,0,0,0,0,0,0,0,55,55,0,0,7,7,0,0,9,9,0,0,16,16,0,0,11,12,0,0,11,11,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,51,0,0,16,16,0,0,18,18,0,0,24,24,0,0,21,18,0,0,17,17,0,0,8,8,0,0,7,7,0,0,0,0,0,0,0,0,0,0,106,108
SSC70189,8,19,6,31,0,22,0,22,10,41,4,59,9,22,0,28,0,13,0,17,0,13,0,21,0,6,0,10,0,0,0,0,0,0,0,0,25,143,15,188,3,24,8,34,4,23,3,26,8,49,3,64,9,20,0,33,7,18,0,29,0,15,0,19,0,0,0,0,0,3,0,3,0,0,0,0,28,153,15,198,10,48,10,59,4,44,3,49,23,94,10,125,17,43,0,60,10,37,3,45,4,27,0,39,0,5,0,11,0,0,0,0,0,0,0,0,57,302,25,388
SSC70190,3,10,0,13,0,9,0,7,0,21,0,21,0,8,0,11,0,11,0,13,0,5,0,6,0,10,0,11,0,0,0,0,0,0,0,0,5,75,5,83,0,12,3,8,0,8,0,8,0,18,0,20,0,16,3,19,0,9,0,7,0,14,0,13,0,3,0,3,0,0,0,0,0,0,0,0,3,71,8,82,3,19,0,24,0,17,0,16,3,40,0,41,0,26,6,33,0,22,0,20,0,14,3,18,0,8,0,13,0,0,0,0,0,0,0,0,8,142,13,164
SSC70191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70192,14,63,13,91,0,42,4,52,21,99,7,127,31,113,17,161,27,96,20,136,22,83,11,121,19,48,17,85,0,22,9,34,0,3,0,3,140,572,94,804,20,44,9,69,3,30,3,39,24,89,14,135,41,112,13,169,33,92,7,128,28,69,17,117,14,49,12,72,3,17,5,23,0,3,0,4,161,502,86,753,36,109,20,159,7,79,6,92,44,191,23,259,67,226,39,329,56,182,24,270,51,150,24,231,32,95,26,153,7,34,10,54,0,7,0,9,303,1074,180,1559
SSC70193,18,77,24,127,3,73,11,95,18,156,31,200,43,140,33,213,17,152,26,200,16,100,19,138,7,50,13,79,3,16,4,20,0,0,0,0,130,768,170,1063,13,80,17,111,5,65,16,86,35,176,35,247,48,144,22,215,22,145,15,181,27,98,20,141,4,69,11,86,6,14,3,21,0,8,3,6,161,797,136,1096,27,163,39,230,12,147,21,177,50,327,68,449,85,280,53,423,41,296,42,382,44,196,42,281,17,122,28,162,5,32,5,42,0,8,3,6,286,1564,306,2156
SSC70194,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,3,0,4,0,6,0,3,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,12,0,0,0,0,0,0,0,3,0,5,4,6,0,9,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,18,7,26
SSC70195,0,16,3,21,0,6,0,5,9,35,8,52,16,32,3,52,13,20,6,36,9,22,3,40,0,5,0,5,0,4,0,0,0,0,0,0,40,142,33,212,0,3,6,10,3,10,5,15,8,48,14,70,12,25,5,42,10,14,3,33,9,17,3,21,0,3,0,4,0,0,0,3,0,0,0,0,50,117,40,214,0,19,7,30,3,19,5,25,16,81,21,126,26,55,16,93,20,43,8,73,17,38,9,61,0,7,0,11,3,4,0,4,0,0,0,0,94,262,72,421
SSC70196,3,8,0,11,4,3,0,4,3,5,0,7,6,6,3,20,7,7,0,11,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,23,37,3,60,3,3,0,10,0,3,0,3,3,13,0,11,7,10,6,19,7,3,0,12,3,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,22,37,6,63,7,13,0,16,6,8,0,8,4,16,0,23,16,18,10,38,15,11,0,25,4,0,0,4,0,7,0,4,0,0,0,0,0,0,0,0,50,65,7,126
SSC70197,0,0,0,0,0,0,0,0,0,5,0,6,0,5,0,4,0,11,0,10,3,5,0,10,0,4,0,4,0,0,0,0,0,0,0,0,4,27,3,37,0,0,0,0,0,3,0,3,0,3,0,6,0,8,0,8,0,6,0,10,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,25,0,4,0,6,0,3,0,5,0,7,5,11,0,11,0,11,0,13,3,16,3,9,0,10,0,4,0,4,0,0,0,0,0,0,0,0,7,48,9,63
SSC70198,7,37,3,54,9,74,4,89,41,254,24,321,41,155,13,207,27,88,12,119,8,39,0,40,0,5,0,8,0,0,0,0,0,0,0,0,137,648,59,841,13,23,3,39,19,84,9,113,67,248,26,341,51,130,9,191,8,82,5,102,5,24,4,37,0,4,0,4,0,3,0,7,0,0,0,0,163,610,59,833,24,62,4,93,27,156,19,201,106,506,51,661,95,278,22,398,32,172,17,220,10,60,4,78,4,15,0,16,0,6,0,8,0,0,0,0,296,1261,119,1673
SSC70199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70200,0,6,3,15,0,11,4,19,3,13,13,29,0,12,3,17,3,12,3,22,0,5,4,13,0,5,0,6,0,4,0,4,0,0,0,0,11,73,36,124,0,6,0,7,3,8,26,36,5,10,3,24,10,18,4,32,4,15,3,19,3,3,0,12,0,5,0,6,5,0,0,5,0,0,0,0,31,74,38,143,5,11,7,21,3,21,30,57,12,25,16,56,7,31,6,49,6,23,4,39,3,16,6,26,4,15,0,12,5,4,0,3,0,0,0,0,40,147,72,264
SSC70201,10,51,4,67,15,51,5,69,28,121,16,168,31,118,17,166,34,90,18,138,25,64,20,108,18,60,4,80,9,24,0,34,0,3,0,4,167,577,82,829,12,44,4,57,13,38,5,54,31,102,16,146,39,100,10,152,43,78,11,131,34,60,15,109,18,55,9,82,6,17,3,23,0,5,0,5,185,492,76,754,24,94,12,129,21,89,12,123,58,221,34,309,72,218,33,314,78,162,24,266,57,128,31,218,34,112,9,155,11,37,5,59,0,11,0,7,354,1074,155,1584
SSC70202,0,0,38,35,0,0,31,31,0,3,0,3,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,79,0,0,61,67,0,0,0,0,3,4,0,4,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,65,81,0,4,100,105,0,0,31,36,3,4,3,13,0,3,0,5,0,0,5,7,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,3,21,140,162
SSC70203,0,6,3,10,4,10,0,20,0,24,3,22,3,14,0,15,0,6,4,10,0,18,4,19,0,3,0,3,0,0,0,0,0,0,0,0,10,80,20,106,0,13,0,13,0,18,0,20,0,24,3,27,0,21,3,21,4,19,7,25,6,16,4,25,0,5,5,12,0,0,0,0,0,0,0,0,6,116,26,146,0,17,3,26,4,34,3,36,0,46,9,54,3,31,4,40,4,26,13,40,5,30,10,46,0,6,5,11,0,3,0,3,0,0,0,0,16,193,41,252
SSC70204,0,8,0,8,3,3,0,5,4,12,0,13,0,3,0,6,0,6,0,8,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,42,0,51,0,4,0,4,0,3,0,3,0,10,0,10,0,4,0,6,3,9,0,11,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,3,34,0,37,0,11,0,11,3,5,0,8,4,19,0,26,4,6,0,12,3,11,0,15,0,9,0,13,0,5,0,5,0,0,0,0,0,0,0,0,11,76,0,83
SSC70205,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,5,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,14,0,3,0,3,0,4,0,3,0,4,0,4,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,0,27,0,7,0,7,3,8,0,10,0,10,0,10,6,4,0,6,0,9,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,30,0,41
SSC70206,0,20,0,20,0,16,0,20,3,26,0,29,3,19,0,19,3,9,0,12,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,98,0,103,0,28,0,28,3,16,0,20,5,35,0,42,3,21,0,25,3,10,0,16,3,4,0,11,0,6,0,3,0,0,0,0,0,0,0,0,15,121,3,142,0,41,0,41,4,32,0,41,11,63,0,67,4,35,0,40,8,24,0,24,3,14,0,12,0,6,0,3,0,0,0,0,0,0,0,0,29,219,3,245
SSC70207,4,30,45,77,10,25,18,51,15,59,28,100,5,45,14,64,3,40,13,53,5,21,8,37,0,9,3,12,0,0,0,0,0,0,0,0,39,230,121,391,3,21,35,64,3,23,15,50,7,63,26,94,11,49,19,79,3,34,12,54,3,24,8,40,0,5,3,7,0,0,0,3,0,0,0,0,36,231,119,387,11,52,79,142,8,52,32,92,25,122,48,193,15,98,34,146,7,74,18,99,12,52,15,73,5,10,9,18,0,0,0,3,0,0,0,0,81,457,241,779
SSC70208,33,41,31,97,14,46,22,91,57,122,58,238,94,145,43,278,95,137,39,268,36,90,35,160,15,35,19,69,0,3,0,4,0,0,0,0,348,611,251,1206,27,31,17,77,22,46,12,81,75,137,50,263,136,114,37,285,88,112,34,229,39,78,32,145,11,22,11,42,0,3,0,3,0,0,0,0,396,552,186,1131,53,74,45,173,34,97,37,167,133,263,101,503,227,258,81,562,186,244,72,505,74,162,71,305,32,59,30,110,3,3,0,8,0,0,0,0,745,1161,438,2340
SSC70209,0,7,0,7,0,9,0,9,0,3,0,3,3,0,0,3,3,3,0,5,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,5,18,0,26,0,3,0,3,0,5,0,5,5,3,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,22,0,4,0,4,0,9,0,13,3,9,0,13,0,3,0,10,4,3,0,8,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,11,35,0,46
SSC70210,23,62,5,90,19,72,13,108,58,301,58,417,61,222,42,323,46,168,30,244,45,144,23,210,21,107,26,159,10,21,7,36,3,3,0,6,280,1109,202,1585,25,54,12,86,23,79,10,113,89,288,58,441,84,198,30,314,79,157,32,273,57,122,20,198,31,83,18,131,8,31,4,42,0,7,0,13,389,1025,184,1601,44,114,14,172,41,155,29,221,150,590,120,858,144,419,70,633,125,330,60,514,105,262,40,410,54,197,37,289,13,49,7,74,3,13,0,18,669,2138,384,3191
SSC70211,0,3,0,5,0,3,0,3,0,11,4,11,0,11,3,9,3,5,0,11,0,0,0,3,0,0,5,5,0,0,0,0,0,0,0,0,7,35,9,50,0,3,0,4,3,3,0,7,0,9,3,12,0,5,0,12,4,11,0,11,0,7,3,10,0,4,3,6,0,0,0,0,0,0,0,0,11,39,13,59,0,7,3,14,3,5,0,7,5,14,5,23,3,15,4,18,5,14,0,20,0,8,3,12,0,4,8,13,0,0,0,0,0,0,0,0,17,77,20,111
SSC70212,4,3,0,10,0,13,0,13,0,8,0,10,0,13,4,18,7,25,9,37,8,23,3,32,0,17,5,21,0,0,0,3,0,0,0,0,24,96,29,147,0,3,0,9,0,8,0,8,5,4,0,13,3,13,11,21,10,25,3,29,5,13,4,23,0,12,4,13,0,0,0,0,0,0,0,0,31,74,22,119,4,7,5,19,0,12,0,15,7,19,0,24,4,25,11,44,9,45,9,70,13,33,10,58,3,27,8,39,0,0,0,3,0,0,0,0,52,167,48,265
SSC70213,0,35,5,40,0,22,3,23,13,48,4,75,5,35,0,39,0,27,7,38,3,18,0,26,0,8,0,8,0,0,0,0,0,0,0,0,32,200,23,254,0,24,7,31,0,22,3,28,15,54,9,74,8,42,3,53,7,38,10,49,3,19,3,24,3,12,0,13,0,6,0,6,0,0,0,0,39,216,26,286,3,56,17,79,0,45,5,51,31,106,9,149,12,73,3,88,8,61,15,86,9,38,3,45,3,20,0,24,0,7,0,7,0,0,0,0,70,420,48,540
SSC70214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11
SSC70215,0,3,3,11,0,4,0,4,3,14,0,19,0,15,0,16,0,13,0,11,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,60,7,66,0,5,0,5,0,11,0,12,3,15,0,20,0,23,0,26,3,12,0,11,0,7,0,7,0,7,0,7,0,3,0,3,0,0,0,0,7,86,0,95,0,11,3,17,0,20,0,15,7,34,0,36,0,33,3,33,3,23,0,28,3,9,0,11,0,9,0,9,0,3,0,3,0,0,0,0,12,146,8,162
SSC70216,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,3,0,0,4,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,14
SSC70217,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,11,0,0,4,4,0,3,3,9,3,3,0,3,0,0,0,0,4,3,0,9,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,5,15,7,30
SSC70218,0,9,3,17,3,10,0,13,3,28,4,31,0,15,0,21,0,16,0,16,0,9,10,24,0,3,0,3,0,0,0,0,0,0,0,0,11,88,24,122,0,10,0,10,0,14,0,16,4,38,14,51,4,23,4,26,3,20,3,21,0,16,12,34,0,5,0,5,0,4,0,4,0,0,0,0,14,125,30,172,0,24,6,26,3,28,0,29,5,62,17,87,6,38,3,48,6,32,3,38,5,30,26,57,0,6,0,6,0,3,0,3,0,0,0,0,26,212,54,295
SSC70219,7,28,3,49,15,52,3,67,43,206,28,274,44,165,23,225,54,141,22,215,25,103,22,148,20,67,15,100,3,17,3,18,0,0,0,3,202,777,125,1104,16,34,7,57,10,53,14,78,68,217,35,317,79,136,23,244,58,119,21,203,32,81,14,127,18,29,0,51,10,17,0,23,0,0,3,4,290,698,119,1103,27,70,12,101,24,109,15,148,108,422,63,593,121,300,44,470,109,259,47,417,57,180,41,273,37,96,13,148,6,33,3,40,0,3,3,5,492,1471,243,2203
SSC70220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC70221,0,7,0,3,0,11,0,19,0,0,0,7,0,7,0,4,3,6,0,15,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,38,5,56,0,12,0,12,3,8,0,15,0,4,0,3,3,10,4,13,3,4,0,6,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,42,7,55,0,15,0,18,7,25,0,31,0,7,3,12,3,8,9,22,6,11,0,24,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,77,15,111
SSC70222,0,6,3,8,0,8,3,14,8,12,3,19,0,7,3,10,0,5,3,9,4,0,4,10,0,8,0,8,0,0,0,0,0,3,0,3,12,46,16,78,0,0,0,0,3,6,8,21,8,16,4,31,0,0,3,3,0,9,5,13,0,4,3,12,0,5,0,6,0,0,0,0,0,0,0,0,19,41,21,86,0,6,3,10,3,15,13,28,13,25,8,50,3,11,5,16,0,10,8,20,3,6,5,16,0,12,0,16,0,0,0,0,0,3,0,3,30,87,45,160
SSC70223,3,4,0,4,0,6,0,6,0,4,0,5,0,3,0,4,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,26,8,37,0,3,0,9,0,5,0,5,3,8,0,8,3,3,3,7,0,8,0,8,0,4,0,3,0,3,0,3,0,0,0,0,0,0,0,0,3,29,7,43,3,6,0,13,0,10,0,10,4,16,4,20,3,5,3,8,0,8,0,13,0,3,0,7,0,3,0,3,0,0,0,3,0,0,0,0,13,57,10,75
SSC70224,3,12,3,20,0,9,3,11,3,12,0,17,3,13,5,15,5,19,3,24,4,13,4,30,4,8,3,17,0,6,0,8,0,0,0,0,26,101,27,143,0,9,0,11,0,9,3,9,0,12,3,19,4,10,3,18,3,17,3,23,3,10,0,19,0,8,0,11,0,4,0,4,0,0,0,0,17,78,19,117,4,23,3,29,3,17,4,24,3,28,9,36,9,21,7,35,9,30,6,48,12,28,5,51,3,18,3,30,0,12,0,17,0,0,0,0,38,180,44,257
SSC70225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,4,10,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,3,0,3,0,4,0,11,0,3,0,3,0,0,0,0,0,0,0,0,7,18,0,20
SSC70226,0,8,0,13,0,5,3,11,0,21,4,26,5,21,18,42,3,16,0,15,5,15,0,17,0,3,0,3,0,3,0,3,0,0,0,0,8,96,28,135,0,8,0,10,0,6,3,9,0,26,0,29,3,26,16,43,4,15,0,15,0,17,0,19,0,4,0,9,0,3,0,10,0,0,0,0,12,101,25,143,0,17,7,19,0,16,4,20,3,45,5,53,10,43,38,92,3,32,0,34,7,34,0,35,0,8,0,6,0,10,0,10,0,0,0,0,23,202,52,274
SSC70227,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,10,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,4,0,4,0,7,0,8,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,20
SSC70228,0,0,0,0,0,0,0,3,4,5,0,7,4,0,0,8,3,8,4,12,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,21,4,38,0,3,0,3,0,3,0,3,0,3,0,9,3,0,0,3,3,3,0,7,3,7,0,10,0,0,3,5,0,0,0,0,0,0,0,0,14,17,7,42,0,3,0,3,3,5,0,9,6,8,3,17,9,4,0,12,3,13,3,22,4,11,3,14,0,6,3,8,0,0,0,0,0,0,0,0,22,39,14,83
SSC70229,0,28,10,35,0,40,0,44,4,67,0,72,3,46,0,48,0,42,4,46,0,25,3,32,0,10,0,10,0,0,0,0,0,0,0,0,8,265,21,285,0,31,3,30,0,42,0,50,4,81,0,87,6,58,0,69,0,50,9,60,4,19,5,29,0,9,0,9,0,5,0,5,0,3,0,3,16,298,23,334,0,52,11,61,0,83,3,90,6,148,0,156,8,105,3,120,0,93,17,109,8,46,9,57,0,23,0,23,0,4,0,4,0,3,0,3,21,559,36,622
SSC70230,0,4,0,4,0,3,0,3,3,3,0,6,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,8,16,0,23,0,0,0,0,0,3,0,3,3,3,0,8,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,11,0,20,0,4,0,8,0,4,0,3,6,3,0,9,3,3,0,5,0,3,0,0,0,3,0,3,3,0,0,6,0,0,0,0,0,0,0,0,14,19,0,42
SSC70231,14,54,11,80,13,64,12,89,45,216,44,307,55,175,44,270,62,145,35,243,37,128,25,191,20,67,15,107,6,27,3,37,0,6,3,9,261,878,200,1339,24,51,9,86,13,53,18,82,80,221,41,351,79,181,44,301,70,124,30,226,53,122,29,201,24,40,9,78,9,16,8,38,3,6,5,12,366,811,192,1371,38,101,24,165,27,119,28,175,134,434,89,660,130,357,80,574,138,263,66,471,92,250,49,397,47,105,27,184,18,46,14,69,3,16,4,18,628,1692,389,2712
SSC70232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,5,5,3,13
SSC70233,3,13,0,10,0,13,0,13,0,15,0,21,0,13,0,13,4,10,0,10,0,8,0,8,0,3,0,3,0,0,0,0,0,0,0,0,3,66,3,72,0,13,0,19,0,10,0,10,3,9,0,13,0,14,0,9,3,7,0,12,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,56,3,67,3,24,3,29,0,28,0,28,5,25,3,33,0,26,0,25,3,12,0,19,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,124,5,145
